dates,2012-10-16,2012-10-17,2012-10-18,2012-10-19,2012-10-24,2012-10-26,2012-10-30,2012-10-31,2012-11-02,2012-11-05,2012-11-15,2012-11-16,2012-11-17,2012-11-18,2012-11-19,2012-11-20,2012-11-21,2012-11-22,2012-11-23,2012-11-24,2012-11-25,2012-11-27,2012-11-28,2012-11-29,2012-11-30,2012-12-01,2012-12-03,2012-12-04,2012-12-05,2012-12-06,2012-12-10,2012-12-11,2012-12-12,2012-12-13,2012-12-14,2012-12-15,2012-12-16,2012-12-17,2012-12-26,2012-12-27,2012-12-28,2012-12-29,2012-12-30,2012-12-31,2013-01-02,2013-01-03,2013-01-04,2013-01-05,2013-01-06,2013-01-07,2013-01-08,2013-01-09,2013-01-10,2013-01-11,2013-01-12,2013-01-24,2013-01-25,2013-01-26,2013-01-27,2013-01-28
b0e9c06baae2a74e82e19ae5eed514f7eed4f409,3,7,1983,2051,1,1,1797,733,3,241,34,65,828,2827,1832,3806,5166,4264,3333,4528,1311,544,2784,2016,2920,952,3098,3312,439,79,1,1432,1757,287,271,606,1807,1296,2920,2946,2998,2000,2944,1513,34,1337,3047,3128,2919,2657,4880,4002,4904,4729,3278,1232,3104,2888,2896,81
